
Eps: 0.001
  i          x         y         f(x,y)                  (s1,s2)         lambda              x2-x1, y2-y1, f2-f1          angle                grad
539   -3.04682   9.28297        16.3767    -0.999996, -0.0026833     0.001107261.84129e-05 0.00686072, 0.00455428        0.28058    {-8.22817,-0.0220787}, 
540   -3.04571   9.28297        16.3722   -0.0028504,   0.999996     0.006875270.00110725 2.9711e-06, 0.00455467       0.862744    {-0.00378452,1.32771}, 
541   -3.04569    9.2761        16.3676    -0.999996,-0.00284952     0.001108841.95973e-05 0.00687524, 0.00456423       0.280513    {-8.2343,-0.0234639}, 
542   -3.04458    9.2761         16.363  -0.00306387,   0.999995      0.00689380.001108833.15965e-06, 0.00456459       0.862716    {-0.00406817,1.32778}, 
543   -3.04456   9.26921        16.3585    -0.999995,-0.00306284     0.001110742.11217e-05 0.00689377, 0.00457679       0.280405    {-8.24285,-0.0252466}, 
544   -3.04345   9.26921        16.3539  -0.00326207,   0.999995     0.006911110.001110733.40201e-06, 0.00457715       0.862684    {-0.00433161,1.32786}, 
545   -3.04342    9.2623        16.3493    -0.999995,-0.00326112     0.001112552.25446e-05 0.00691107, 0.00458856       0.280311    {-8.25063,-0.0269064}, 
546   -3.04231    9.2623        16.3447  -0.00342664,   0.999994     0.006925610.001112543.62816e-06, 0.00458892       0.862643    {-0.00455043,1.32795}, 
547   -3.04229   9.25538        16.3401    -0.999994,-0.00342564     0.001114152.37315e-05 0.00692557, 0.00459848       0.280246    {-8.25668,-0.0282846}, 
548   -3.04117   9.25538        16.3355  -0.00351587,   0.999994     0.006933730.001114153.81669e-06, 0.00459885       0.862579    {-0.00466928,1.32805}, 
549   -3.04115   9.24845        16.3309    -0.999994,-0.00351498     0.001115252.43781e-05 0.00693369, 0.00460423       0.280247    {-8.25887,-0.0290299}, 
550   -3.04003   9.24845        16.3263  -0.00362361,   0.999993     0.006943450.001115243.92007e-06, 0.00460461       0.862521    {-0.00481274,1.32815}, 
551   -3.04001   9.24151        16.3217    -0.999993,-0.00362307     0.001116472.51604e-05 0.00694341, 0.00461103       0.280231    {-8.26202,-0.0299341}, 
552   -3.03889   9.24151        16.3171   -0.0037291,   0.999993     0.006952980.001116474.04506e-06, 0.00461142       0.862462    {-0.00495322,1.32825}, 
553   -3.03887   9.23456        16.3125    -0.999993,-0.00372846     0.001117672.59284e-05 0.00695293,  0.0046177       0.280218    {-8.26503,-0.0308161}, 
554   -3.03775   9.23456        16.3078  -0.00388379,   0.999992     0.006966710.00111767 4.1672e-06,  0.0046181       0.862417    {-0.00515904,1.32834}, 
555   -3.03772    9.2276        16.3032    -0.999992,-0.00388278     0.001119212.70573e-05 0.00696666, 0.00462715       0.280163    {-8.27055,-0.0321129}, 
556    -3.0366    9.2276        16.2986   -0.0040166,   0.999992     0.00697862 0.00111924.34565e-06, 0.00462753       0.862365    {-0.00533584,1.32844}, 
557   -3.03658   9.22062        16.2939    -0.999992,-0.00401572     0.001120612.80303e-05 0.00697857, 0.00463539       0.280126    {-8.27496,-0.0332302}, 
558   -3.03545   9.22063        16.2893  -0.00416567,   0.999991     0.00699197 0.00112064.50004e-06, 0.00463578       0.862317    {-0.00553425,1.32853}, 
559   -3.03543   9.21364        16.2847    -0.999991, -0.0041651      0.00112212.91262e-05  0.0069919, 0.00464457       0.280076    {-8.28022,-0.0344883}, 
560    -3.0343   9.21364          16.28  -0.00437333,    0.99999     0.007010370.001122094.67368e-06, 0.00464497       0.862286    {-0.0058105,1.32861}, 
561   -3.03427   9.20663        16.2754     -0.99999,-0.00437264     0.001124023.06587e-05 0.00701031, 0.00465708       0.279975    {-8.28849,-0.0362429}, 
562   -3.03315   9.20664        16.2707  -0.00448517,    0.99999     0.007020570.001124014.91494e-06, 0.00465748       0.862227    {-0.00595954,1.32871}, 
563   -3.03312   9.19962         16.266     -0.99999, -0.0044848     0.001125283.14884e-05 0.00702049,  0.0046642       0.279957    {-8.29182,-0.0371875}, 
564   -3.03199   9.19962        16.2614  -0.00462273,   0.999989     0.007032950.001125275.04667e-06, 0.00466462       0.862176    {-0.00614276,1.3288}, 
565   -3.03196   9.19259        16.2567    -0.999989,-0.00462144     0.001126723.25114e-05 0.00703287, 0.00467279       0.279919    {-8.29642,-0.0383418}, 
566   -3.03083   9.19259         16.252  -0.00476742,   0.999989     0.007046040.001126715.20706e-06, 0.00467316       0.862126    {-0.00633548,1.3289}, 
567    -3.0308   9.18555        16.2473    -0.999989,-0.00476681     0.001128223.35914e-05 0.00704596, 0.00468181       0.279872    {-8.30147,-0.039572}, 
568   -3.02967   9.18555        16.2427  -0.00490431,   0.999988     0.00705844 0.0011282  5.378e-06, 0.00468221       0.862073    {-0.00651787,1.32899}, 
569   -3.02964   9.17849         16.238    -0.999988,-0.00490336     0.001129653.46168e-05 0.00705836,  0.0046904       0.279834    {-8.30606,-0.0407281}, 
570   -3.02851    9.1785        16.2333  -0.00508248,   0.999987     0.007074490.001129645.53909e-06, 0.00469079       0.862032    {-0.00675511,1.32908}, 
571   -3.02847   9.17142        16.2286    -0.999987,-0.00508163     0.001131383.5956e-05  0.0070744, 0.00470137        0.27976    {-8.31281,-0.0422431}, 
572   -3.02734   9.17143        16.2239  -0.00521927,   0.999986     0.007086950.001131375.74927e-06, 0.00470177       0.861979    {-0.00693743,1.32918}, 
573    -3.0273   9.16434        16.2192    -0.999986,-0.00521828     0.001132823.69887e-05 0.00708686,    0.00471       0.279722    {-8.31739,-0.0434031}, 
574   -3.02617   9.16435        16.2145  -0.00544187,   0.999985     0.00710699 0.00113285.91135e-06, 0.00471039        0.86195    {-0.00723374,1.32926}, 
575   -3.02613   9.15724        16.2097    -0.999985,-0.00544111     0.001134863.86753e-05 0.00710688, 0.00472359       0.279611    {-8.32647,-0.0453059}, 
576     -3.025   9.15725         16.205  -0.00559874,   0.999984     0.007121290.001134856.17491e-06,   0.004724       0.861902    {-0.0074428,1.32935}, 
577   -3.02496   9.15013        16.2003    -0.999984,-0.00559798     0.001136473.98703e-05 0.00712118, 0.00473343       0.279556    {-8.3321,-0.0466437}, 
578   -3.02382   9.15013        16.1955  -0.00570799,   0.999984      0.00713140.001136456.36191e-06, 0.00473384        0.86184    {-0.00758863,1.32945}, 
579   -3.02378     9.143        16.1908    -0.999984,-0.00570699     0.001137734.0706e-05 0.00713129, 0.00474054       0.279543    {-8.33524,-0.0475699}, 
580   -3.02264   9.14301        16.1861  -0.00586932,   0.999983     0.007146170.001137716.49302e-06, 0.00474094       0.861793    {-0.00780367,1.32955}, 
581    -3.0226   9.13586        16.1813    -0.999983,-0.00586878     0.001139374.19432e-05 0.00714605, 0.00475068       0.279484    {-8.34113,-0.0489531}, 
582   -3.02146   9.13587        16.1766  -0.00598619,   0.999982       0.0071570.001139356.68674e-06, 0.00475111       0.861733    {-0.00795967,1.32965}, 
583   -3.02142   9.12871        16.1718    -0.999982,-0.00598545      0.00114074.28432e-05 0.00715688, 0.00475826       0.279465    {-8.34466,-0.0499474}, 
584   -3.02028   9.12872         16.167  -0.00611854,   0.999981     0.007169240.001140686.82762e-06, 0.00475868       0.861677    {-0.00813627,1.32975}, 
585   -3.02023   9.12155        16.1623    -0.999981,-0.00611775     0.001142144.38653e-05  0.0071691, 0.00476675       0.279432    {-8.349,-0.0510781}, 
586   -3.01909   9.12156        16.1575   -0.0062925,    0.99998     0.007185210.001142116.98731e-06, 0.00476717       0.861632    {-0.00836819,1.32984}, 
587   -3.01905   9.11437        16.1527     -0.99998,-0.00629192     0.001143874.5213e-05 0.00718507,  0.0047777       0.279364    {-8.35553,-0.0525733}, 
588    -3.0179   9.11438         16.148   -0.0064557,   0.999979     0.007200250.001143857.19712e-06, 0.00477813       0.861584    {-0.00858583,1.32993}, 
589   -3.01786   9.10718        16.1432    -0.999979, -0.0064551     0.001145514.64827e-05  0.0072001, 0.00478805       0.279305    {-8.36149,-0.0539754}, 
590   -3.01671   9.10719        16.1384  -0.00671162,   0.999977     0.007223630.001145497.39439e-06, 0.00478848       0.861562    {-0.0089267,1.33001}, 
591   -3.01666   9.09996        16.1336    -0.999977,-0.00671063     0.001147834.84823e-05 0.00722347, 0.00480388       0.279167    {-8.3723,-0.0561847}, 
592   -3.01551   9.09997        16.1288  -0.00684612,   0.999977     0.007236210.001147817.70267e-06, 0.00480429       0.861505    {-0.0091063,1.33011}, 
593   -3.01546   9.09274         16.124    -0.999977,-0.00684561     0.00114931 4.954e-05 0.00723605, 0.00481261       0.279133    {-8.37677,-0.0573455}, 
594   -3.01431   9.09274        16.1191  -0.00699617,   0.999976      0.00725020.00114928 7.8677e-06, 0.00481305       0.861452    {-0.00930658,1.33021}, 
595   -3.01426   9.08549        16.1143    -0.999976,-0.00699558     0.001150875.07236e-05 0.00725002, 0.00482227       0.279087    {-8.38203,-0.0586386}, 
596   -3.01311    9.0855        16.1095  -0.00725591,   0.999974     0.007274140.001150848.05099e-06,  0.0048227        0.86143    {-0.00965265,1.33028}, 
597   -3.01306   9.07823        16.1047    -0.999974,-0.00725532     0.001153235.27805e-05 0.00727395, 0.00483847       0.278946    {-8.39309,-0.0608961}, 
598   -3.01191   9.07824        16.0998  -0.00743738,   0.999972     0.00729106 0.00115328.36704e-06, 0.00483891       0.861385    {-0.00989476,1.33037}, 
599   -3.01185   9.07094         16.095    -0.999972,-0.00743653     0.001155025.42263e-05 0.00729085, 0.00485007       0.278873    {-8.4,-0.0624685}, 
600    -3.0107   9.07095        16.0901  -0.00768805,    0.99997     0.007314360.001154998.58937e-06,  0.0048505       0.861359    {-0.0102289,1.33045}, 
601   -3.01064   9.06364        16.0853     -0.99997,-0.00768759     0.001157325.62332e-05 0.00731415, 0.00486586       0.278741    {-8.41061,-0.0646592}, 
602   -3.00948   9.06365        16.0804  -0.00796707,   0.999968     0.007340330.00115729  8.897e-06, 0.00486631       0.861341    {-0.0106007,1.33052}, 
603   -3.00943   9.05631        16.0755    -0.999968,-0.00796623     0.001159855.84809e-05  0.0073401, 0.00488342       0.278585    {-8.42271,-0.0670994}, 
604   -3.00827   9.05632        16.0706  -0.00809397,   0.999967     0.007352440.001159819.23963e-06, 0.00488385        0.86128    {-0.0107704,1.33063}, 
605   -3.00821   9.04897        16.0657    -0.999967,-0.00809346     0.001161285.95104e-05  0.0073522, 0.00489186        0.27856    {-8.42676,-0.0682038}, 
606   -3.00705   9.04897        16.0608  -0.00831652,   0.999965     0.007373390.001161259.39879e-06, 0.00489231       0.861245    {-0.0110673,1.33071}, 
607   -3.00698    9.0416        16.0559    -0.999965, -0.0083162     0.001163436.13209e-05 0.00737313, 0.00490611       0.278452    {-8.43589,-0.0701569}, 
608   -3.00582   9.04161         16.051  -0.00839389,   0.999965     0.007380950.001163399.67534e-06, 0.00490658       0.861169    {-0.0111712,1.33083}, 
609   -3.00576   9.03423        16.0461    -0.999965,-0.00839324     0.001164516.19549e-05 0.00738069, 0.00491159       0.278471    {-8.43724,-0.0708183}, 
610   -3.00459   9.03424        16.0412  -0.00861791,   0.999963     0.007402110.001164479.77404e-06, 0.00491204       0.861134    {-0.0114701,1.33091}, 
611   -3.00453   9.02684        16.0363    -0.999963, -0.0086171     0.001166666.37907e-05 0.00740183,   0.004926       0.278363    {-8.44644,-0.0727865}, 
612   -3.00336   9.02685        16.0313   -0.0087941,   0.999961      0.00741890.001166621.00533e-05, 0.00492645       0.861086    {-0.0117055,1.33101}, 
613    -3.0033   9.01943        16.0264    -0.999961,-0.00879331     0.001168486.52425e-05 0.00741861, 0.00493754       0.278297    {-8.45309,-0.0743335}, 
614   -3.00213   9.01944        16.0215  -0.00897222,    0.99996     0.007435910.001168431.02748e-05, 0.00493799       0.861037    {-0.0119435,1.33111}, 
615   -3.00206     9.012        16.0165     -0.99996,-0.00897125     0.001170316.67166e-05 0.00743561, 0.00494923       0.278229    {-8.45983,-0.0758983}, 
616   -3.00089   9.01201        16.0116  -0.00911128,   0.999958     0.007449340.001170271.04992e-05, 0.00494967       0.860977    {-0.0121296,1.33121}, 
617   -3.00083   9.00457        16.0066    -0.999958,-0.00911091     0.001171856.7873e-05 0.00744903, 0.00495855       0.278195    {-8.46451,-0.0771227}, 
618   -2.99965   9.00458        16.0017  -0.00938731,   0.999956     0.00747561 0.00117181.06766e-05, 0.00495903       0.860955    {-0.0124978,1.33129}, 
619   -2.99958    8.9971        15.9967    -0.999956,-0.00938643     0.001174427.01759e-05 0.00747528, 0.00497635       0.278044    {-8.47651,-0.0795676}, 
620   -2.99841   8.99711        15.9917  -0.00946642,   0.999955     0.007483460.001174371.10236e-05,  0.0049768       0.860878    {-0.0126042,1.33141}, 
621   -2.99834   8.98963        15.9867    -0.999955,-0.00946571     0.001175547.08416e-05 0.00748313, 0.00498202       0.278062    {-8.47793,-0.0802532}, 
622   -2.99716   8.98964        15.9817  -0.00967271,   0.999953      0.00750330.001175491.11273e-05, 0.00498249       0.860836    {-0.0128798,1.3315}, 
623   -2.99709   8.98214        15.9767    -0.999953,-0.00967178     0.001177597.25772e-05 0.00750295, 0.00499559       0.277972    {-8.48618,-0.0820804}, 
624   -2.99591   8.98215        15.9717   -0.0099009,   0.999951     0.007525280.001177531.13894e-05, 0.00499604         0.8608    {-0.0131846,1.33159}, 
625   -2.99584   8.97462        15.9667    -0.999951,-0.00989982      0.00117987.45071e-05 0.00752491, 0.00501057       0.277863    {-8.49563,-0.0841093}, 
626   -2.99466   8.97464        15.9617   -0.0101213,   0.999949     0.007546620.001179741.16798e-05, 0.00501102        0.86076    {-0.0134789,1.33168}, 
627   -2.99458   8.96709        15.9567    -0.999949, -0.0101206     0.001181997.63813e-05 0.00754624, 0.00502512        0.27776    {-8.50469,-0.0860769}, 
628    -2.9934    8.9671        15.9517   -0.0102261,   0.999948     0.007556980.001181931.19625e-05, 0.00502559       0.860689    {-0.0136198,1.33179}, 
629   -2.99332   8.95954        15.9466    -0.999948, -0.0102252     0.001183327.72788e-05 0.00755659, 0.00503247       0.277758    {-8.50745,-0.0869952}, 
630   -2.99214   8.95956        15.9416     -0.01039,   0.999946       0.0075730.001183261.20997e-05, 0.00503293       0.860634    {-0.0138392,1.3319}, 
631   -2.99206   8.95198        15.9366    -0.999946,  -0.010389     0.001185097.86839e-05  0.0075726, 0.00504354       0.277705    {-8.51342,-0.0884507}, 
632   -2.99088     8.952        15.9315    -0.010537,   0.999944     0.007587460.001185031.23119e-05, 0.00504399       0.860573    {-0.0140362,1.332}, 
633    -2.9908   8.94441        15.9265    -0.999944, -0.0105362     0.001186747.99493e-05 0.00758703, 0.00505357       0.277666    {-8.51848,-0.089757}, 
634   -2.98961   8.94442        15.9214   -0.0107417,   0.999942     0.007607490.001186671.25036e-05, 0.00505404       0.860528    {-0.0143099,1.3321}, 
635   -2.98953   8.93681        15.9163    -0.999942, -0.0107411     0.001188818.17176e-05 0.00760705, 0.00506728       0.277579    {-8.52669,-0.0915916}, 
636   -2.98834   8.93683        15.9113   -0.0109773,    0.99994     0.007630550.001188741.27691e-05, 0.00506777       0.860492    {-0.0146247,1.33219}, 
637   -2.98825    8.9292        15.9062     -0.99994, -0.0109766     0.001191138.37631e-05 0.00763009,   0.005083       0.277465    {-8.53656,-0.0937079}, 
638   -2.98706   8.92921        15.9011   -0.0111292,   0.999938      0.00764560.001191061.30745e-05, 0.00508348       0.860431    {-0.0148283,1.33229}, 
639   -2.98698   8.92157         15.896    -0.999938, -0.0111285     0.001192848.50894e-05 0.00764512, 0.00509344       0.277423    {-8.54187,-0.0950643}, 
640   -2.98579   8.92158        15.8909   -0.0112613,   0.999937     0.007658740.001192761.32745e-05, 0.00509393       0.860365    {-0.0150056,1.33241}, 
641    -2.9857   8.91392        15.8858    -0.999937, -0.0112604     0.001194378.62472e-05 0.00765825, 0.00510264       0.277399    {-8.54608,-0.0962388}, 
642   -2.98451   8.91393        15.8807   -0.0115207,   0.999934     0.00768431 0.00119431.34492e-05, 0.00510312       0.860334    {-0.0153523,1.33249}, 
643   -2.98442   8.90625        15.8756    -0.999934, -0.0115198      0.00119698.85286e-05  0.0076838, 0.00512002       0.277266    {-8.55727,-0.0985846}, 
644   -2.98322   8.90626        15.8705   -0.0116118,   0.999933     0.007693550.001196821.37881e-05,  0.0051205       0.860256    {-0.0154751,1.33261}, 
645   -2.98313   8.89857        15.8654    -0.999933, -0.0116111     0.001198178.93361e-05 0.00769303, 0.00512664       0.277278    {-8.55924,-0.0993887}, 
