
Eps: 0.001
  i          x         y         f(x,y)                  (s1,s2)         lambda              x2-x1, y2-y1, f2-f1          angle                grad
735    1.23351   1.23351      0.0545262            1,0.000499732     0.002312826.17604e-07 0.00233391,0.000545259       0.449681    {0.466784,0.000233267}, 
736     1.2312   1.23351      0.0539864 -0.000379763,          1      0.00231050.002312821.15579e-06,0.000539859       0.449554    {-0.000175666,0.462567}, 
737     1.2312    1.2312      0.0534518            1,0.000628807      0.00229038.77445e-07  0.0023105,0.000534515       0.449431    {0.462102,0.000290573}, 
738    1.22891    1.2312      0.0529226 -0.000546911,          1     0.00228744 0.00229031.44016e-06, 0.00052922       0.449169    {-0.00025052,0.458063}, 
739    1.22891   1.22891      0.0523986            1,0.000712199     0.002267441.25102e-06 0.00228743,0.000523981       0.449164    {0.457489,0.000325824}, 
740    1.22664   1.22891      0.0518798 -0.000465487,          1     0.002265120.002267441.61487e-06,0.000518792       0.448898    {-0.000211094,0.453491}, 
741    1.22664   1.22664      0.0513662            1,0.000564834     0.002244921.05439e-06 0.00226512,0.000513658       0.448795    {0.453026,0.000255885}, 
742     1.2244   1.22664      0.0508576 -0.000431875,          1      0.00224260.002244921.26801e-06,0.000508571       0.448608    {-0.000193906,0.448986}, 
743     1.2244    1.2244      0.0503541            1,0.000607611      0.00222249.68524e-07  0.0022426,0.000503537       0.448513    {0.448522,0.000272527}, 
744    1.22217    1.2244      0.0498555 -0.000298169,          1     0.00222063 0.00222241.35035e-06, 0.00049855       0.448366    {-0.000132531,0.444482}, 
745    1.22218   1.22218      0.0493619            1,  0.0005053     0.002200426.62122e-07 0.00222063,0.000493616       0.448169    {0.444126,0.000224417}, 
746    1.21997   1.22218      0.0488732 -0.000310848,          1     0.002198650.002200421.11188e-06,0.000488727       0.448059    {-0.0001368,0.440087}, 
747    1.21998   1.21998      0.0483893            1,0.000499773     0.002178456.83446e-07 0.00219865, 0.00048389       0.447871    {0.439732,0.000219766}, 
748     1.2178   1.21998      0.0479102 -0.000223656,          1     0.002177020.002178451.08873e-06,0.000479098         0.4478    {-9.74452e-05,0.435692}, 
749     1.2178    1.2178      0.0474358            1,0.000439477     0.002157024.86903e-07 0.00217702,0.000474356        0.44755    {0.435404,0.00019135}, 
750    1.21564    1.2178      0.0469662 -0.000289592,          1     0.002155590.002157029.47963e-07,0.000469658       0.447475    {-0.000124932,0.431406}, 
751    1.21564   1.21564      0.0465012            1,0.000379571     0.002135396.24241e-07 0.00215559,0.000465009       0.447232    {0.431119,0.00016364}, 
752    1.21351   1.21564      0.0460408 -0.000157048,          1     0.002134160.002135398.10531e-07,0.000460404        0.44724    {-6.70719e-05,0.427079}, 
753    1.21351   1.21351      0.0455849            1,0.000420288     0.002114513.35166e-07 0.00213416,0.000455848       0.446961    {0.426833,0.000179393}, 
754    1.21139   1.21351      0.0451336   -0.0002831,          1     0.002113070.002114518.88702e-07,0.000451332       0.446893    {-0.000119724,0.422903}, 
755    1.21139   1.21139      0.0446867            1,0.000399285     0.002093425.98211e-07 0.00211307,0.000446865       0.446665    {0.422616,0.000168744}, 
756     1.2093   1.21139      0.0442443 -0.000209337,          1     0.002091990.002093428.35871e-07, 0.00044244       0.446637    {-8.76464e-05,0.418686}, 
757     1.2093    1.2093      0.0438062            1,0.000479721     0.002072884.3793e-07 0.00209199, 0.00043806       0.446416    {0.418398,0.000200714}, 
758    1.20723    1.2093      0.0433725 -0.000300707,          1     0.002071450.002072889.94403e-07,0.000433721       0.446309    {-0.000124666,0.414578}, 
759    1.20723   1.20723      0.0429431            1,0.000395808     0.002052136.22897e-07 0.00207145,0.000429428       0.446096    {0.41429,0.00016398}, 
760    1.20517   1.20723      0.0425179 -0.000188687,          1      0.00205090.00205213 8.1225e-07,0.000425176       0.446074    {-7.74422e-05,0.410427}, 
761    1.20518   1.20518      0.0420969            1,0.000412077     0.002031593.86978e-07  0.0020509,0.000420968       0.445823    {0.410182,0.000169026}, 
762    1.20314   1.20518      0.0416801 -7.82502e-05,          1      0.00203070.002031598.37171e-07,0.000416798       0.445841    {-3.17946e-05,0.406319}, 
763    1.20314   1.20314      0.0412675            1,0.000361949      0.00201161.58903e-07  0.0020307,0.000412674       0.445522    {0.406141,0.000147002}, 
764    1.20113   1.20314      0.0408589 -0.000138911,          1      0.0020105 0.00201167.28095e-07,0.000408586       0.445534    {-5.58866e-05,0.402321}, 
765    1.20113   1.20113      0.0404543            1,0.000409265     0.001991942.7928e-07  0.0020105,0.000404542       0.445267    {0.402101,0.000164566}, 
766    1.19914   1.20113      0.0400538 -0.000272227,          1     0.001990510.001991948.15231e-07,0.000400535       0.445196    {-0.000108452,0.39839}, 
767    1.19914   1.19914      0.0396572            1,0.000451846     0.001972295.4187e-07 0.00199051, 0.00039657       0.445012    {0.398103,0.000179881}, 
768    1.19717   1.19914      0.0392646 -0.000307195,          1     0.001970850.001972298.91171e-07,0.000392643       0.444905    {-0.000121176,0.394459}, 
769    1.19717   1.19717      0.0388758            1,0.000424415     0.001952636.05436e-07 0.00197085,0.000388756       0.444728    {0.394172,0.000167293}, 
770    1.19522   1.19717      0.0384909 -0.000241334,          1      0.00195120.001952638.28727e-07,0.000384906       0.444661    {-9.42476e-05,0.390528}, 
771    1.19522   1.19522      0.0381098            1,0.000497384     0.001933324.7089e-07  0.0019512,0.000381096       0.444491    {0.390241,0.0001941}, 
772    1.19328   1.19522      0.0377325 -0.000250771,          1     0.001932090.001933329.61602e-07,0.000377322       0.444385    {-9.69644e-05,0.386665}, 
773    1.19328   1.19329      0.0373589            1,0.000387555     0.001913874.84513e-07 0.00193209,0.000373587       0.444175    {0.386419,0.000149759}, 
774    1.19137   1.19328       0.036989 -8.97126e-05,          1     0.001913320.00191387 7.4173e-07,0.000369888       0.444187    {-3.43398e-05,0.382776}, 
775    1.19137   1.19137      0.0366228            1,0.000200139     0.001894561.71649e-07 0.00191332,0.000366227       0.443827    {0.382665,7.6586e-05}, 
776    1.18948   1.19137      0.0362602  0.000107483,          1     0.001894560.001894563.79174e-07,0.000362601       0.444007    {4.07267e-05,0.378912}, 
777    1.18948   1.18948      0.0359012            1,0.000109452     0.001875792.03633e-07 0.00189456,0.000359013       0.443523    {0.378911,4.14726e-05}, 
778     1.1876   1.18948      0.0355457  0.000113936,          1     0.001875790.001875792.05309e-07,0.000355457       0.443745    {4.27439e-05,0.375158}, 
779     1.1876    1.1876      0.0351938            1,0.000115031     0.001857232.13719e-07 0.00187579,0.000351939       0.443265    {0.375157,4.31548e-05}, 
780    1.18574    1.1876      0.0348453  0.000106802,          1     0.001857230.00185723 2.1364e-07,0.000348453       0.443478    {3.96711e-05,0.371446}, 
781    1.18574   1.18574      0.0345003            1, 0.00010795     0.001839011.98355e-07 0.00185723,0.000345004       0.443003    {0.371445,4.00977e-05}, 
782     1.1839   1.18574      0.0341587  1.47527e-05,          1     0.001838460.001839011.98522e-07,0.000341587       0.443176    {5.42608e-06,0.367802}, 
783     1.1839    1.1839      0.0338205            1,0.000313703     0.001820792.71223e-08 0.00183846,0.000338205       0.442837    {0.367692,0.000115346}, 
784    1.18208    1.1839      0.0334857  1.98596e-05,          1     0.001820240.001820795.71187e-07,0.000334855        0.44292    {7.23204e-06,0.364158}, 
785    1.18208   1.18208      0.0331541            1,0.000323725      0.00180293.61492e-08 0.00182024,0.000331542       0.442586    {0.364048,0.000117851}, 
786    1.18028   1.18208      0.0328259 -6.16282e-05,          1     0.00180236 0.00180295.83645e-07,0.000328257       0.442627    {-2.2222e-05,0.360582}, 
787    1.18028   1.18028      0.0325009            1,0.000245288     0.001784681.11076e-07 0.00180236,0.000325008       0.442299    {0.360472,8.84193e-05}, 
788     1.1785   1.18028      0.0321791  0.000148521,          1     0.001784680.001784684.37761e-07,0.000321789       0.442465    {5.30128e-05,0.356938}, 
789     1.1785    1.1785      0.0318605            1,0.000150931     0.001767352.65063e-07 0.00178468,0.000318606       0.442006    {0.356936,5.38729e-05}, 
790    1.17673    1.1785       0.031545 -4.23503e-05,          1      0.00176680.001767352.66749e-07,0.000315449       0.442128    {-1.49696e-05,0.35347}, 
791    1.17673   1.17673      0.0312327            1,0.000269088     0.001749687.48247e-08  0.0017668,0.000312327       0.441809    {0.35336,9.5085e-05}, 
792    1.17498   1.17673      0.0309235  5.72689e-05,          1     0.001749680.001749684.70816e-07,0.000309233       0.441921    {2.00405e-05,0.349936}, 
793    1.17498   1.17498      0.0306173            1,5.98682e-05     0.001732341.00202e-07 0.00174968,0.000306173        0.44147    {0.349935,2.095e-05}, 
794    1.17325   1.17498      0.0303142   6.5714e-05,          1     0.001732340.001732341.03712e-07,0.000303141       0.441676    {2.27678e-05,0.346469}, 
795    1.17325   1.17325       0.030014            1,6.63135e-05     0.001715011.13839e-07 0.00173234,0.000300141       0.441228    {0.346468,2.29755e-05}, 
796    1.17153   1.17325      0.0297169  0.000173214,          1     0.001715010.001715011.13728e-07,0.000297168       0.441477    {5.94127e-05,0.343002}, 
797    1.17153   1.17153      0.0294226            1,0.000173897     0.001698222.97064e-07 0.00171501,0.000294227       0.441033    {0.343001,5.9647e-05}, 
798    1.16983   1.17153      0.0291313  5.71401e-05,          1     0.001698220.001698222.95316e-07,0.000291312       0.441181    {1.94073e-05,0.339645}, 
799    1.16983   1.16983      0.0288429            1,5.88454e-05     0.001681229.70366e-08 0.00169822,0.000288429       0.440741    {0.339644,1.99865e-05}, 
800    1.16815   1.16983      0.0285573  0.000167615,          1     0.001681220.001681229.89323e-08,0.000285573       0.440987    {5.63596e-05,0.336245}, 
801    1.16815   1.16815      0.0282746            1,0.000168222     0.001664442.81798e-07 0.00168122,0.000282747       0.440551    {0.336244,5.65638e-05}, 
802    1.16649   1.16815      0.0279946  0.000252156,          1     0.001664990.001664442.79995e-07,0.000279945       0.440783    {8.39396e-05,0.332888}, 
803    1.16649   1.16649      0.0277174            1,-7.50542e-05     0.001647654.19836e-07 0.00166498,0.000277176       0.440207    {0.332996,-2.49927e-05}, 
804    1.16484   1.16649       0.027443  0.000443052,          1     0.001648540.001647651.23663e-07,0.000274431       0.440628    {0.000145999,0.32953}, 
805    1.16484   1.16484      0.0271713            1,-9.5161e-05      0.00163127.30388e-07 0.00164854,0.000271716       0.439963    {0.329706,-3.13751e-05}, 
806    1.16321   1.16484      0.0269023   0.00052688,          1     0.00163264 0.00163121.55227e-07,0.000269023       0.440428    {0.00017189,0.32624}, 
807    1.16321    1.1632      0.0266359            1,-0.000352192     0.001614968.60204e-07 0.00163264,0.000266362       0.439617    {0.326525,-0.000115}, 
808    1.16159   1.16321      0.0263722  0.000585233,          1     0.001616190.001614965.68777e-07,0.000263724       0.440219    {0.000189025,0.322991}, 
809    1.16159   1.16159      0.0261111            1,-0.00017621     0.001599069.45846e-07 0.00161619,0.000261114       0.439463    {0.323235,-5.69572e-05}, 
810    1.15999   1.16159      0.0258525  0.000526898,          1     0.001600290.00159906 2.8177e-07,0.000258526        0.43996    {0.000168508,0.319812}, 
811    1.15999   1.15999      0.0255966            1,-0.000240095     0.001583168.43187e-07 0.00160029,0.000255969       0.439206    {0.320055,-7.68437e-05}, 
812    1.15841   1.15999      0.0253431  0.000571254,          1     0.001584390.001583163.80109e-07,0.000253433       0.439748    {0.000180877,0.316631}, 
813    1.15841    1.1584      0.0250922            1,-0.000204116      0.00156769.05087e-07 0.00158439,0.000250925       0.438994    {0.316875,-6.46793e-05}, 
814    1.15684   1.15841      0.0248438  0.000498186,          1     0.00156849 0.00156763.19972e-07,0.000248439       0.439487    {0.000156191,0.313519}, 
815    1.15684   1.15684      0.0245978            1,-6.8847e-05     0.001552257.81397e-07 0.00156848,0.000245981       0.438828    {0.313695,-2.1597e-05}, 
816    1.15528   1.15684      0.0243543  0.000387483,          1     0.001553130.001552251.06868e-07,0.000243543       0.439211    {0.000120294,0.310449}, 
817    1.15528   1.15528      0.0241131            1,-0.000183702     0.001536686.01812e-07 0.00155313,0.000241133       0.438554    {0.310625,-5.70625e-05}, 
818    1.15375   1.15528      0.0238744  0.000515948,          1     0.001537780.001536682.82292e-07,0.000238745       0.439042    {0.000158569,0.307336}, 
819    1.15375   1.15375       0.023638            1,-0.000198165     0.001521337.93414e-07 0.00153778,0.000236383       0.438326    {0.307554,-6.09465e-05}, 
820    1.15223   1.15375       0.023404  0.000608004,          1     0.001522760.001521333.01475e-07,0.000234041       0.438858    {0.000184995,0.304265}, 
821    1.15222   1.15222      0.0231722            1,-0.000335531     0.001506329.25846e-07 0.00152276,0.000231725       0.438046    {0.304551,-0.000102186}, 
822    1.15072   1.15222      0.0229428  0.000577255,          1     0.001507750.001506325.05416e-07, 0.00022943       0.438623    {0.000173905,0.301262}, 
823    1.15072   1.15072      0.0227156            1,-0.00037723      0.00149138.70356e-07 0.00150775,0.000227159        0.43781    {0.301548,-0.000113753}, 
824    1.14923   1.15072      0.0224907  0.000645863,          1     0.00149273 0.00149135.62564e-07,0.000224909       0.438433    {0.000192635,0.298259}, 
825    1.14922   1.14922      0.0222681            1,-0.000318656      0.00147659.64103e-07 0.00149273,0.000222684       0.437619    {0.298545,-9.5133e-05}, 
826    1.14775   1.14922      0.0220476  0.000672531,          1     0.00147793 0.00147654.70494e-07,0.000220477       0.438227    {0.000198597,0.295298}, 
827    1.14775   1.14775      0.0218293            1,-0.000300917     0.001461829.93953e-07 0.00147793,0.000218296       0.437412    {0.295584,-8.89462e-05}, 
