  i                 x,y         f(x,y)   (s1,s2)    lambdax2-x1, y2-y1, f2-f1     angle       grad, H1
751  0.961179,  0.95765     0.00275253
752   1.03824,  1.04172     0.00267077
753  0.962333, 0.958909     0.00259133
754    1.0371,  1.04047     0.00251416
755  0.963456, 0.960134     0.00243918
756   1.03599,  1.03927     0.00236635
757  0.964548, 0.961325      0.0022956
758   1.03492,  1.03809     0.00222687
759   0.96561, 0.962483     0.00216011
760   1.03387,  1.03695     0.00209528
761  0.966643,  0.96361      0.0020323
762   1.03285,  1.03584     0.00197114
763  0.967647, 0.964706     0.00191174
764   1.03186,  1.03476     0.00185406
765  0.968624, 0.965772     0.00179804
766    1.0309,  1.03371     0.00174365
767  0.969574, 0.966808     0.00169084
768   1.02996,  1.03268     0.00163955
769  0.970497, 0.967815     0.00158976
770   1.02905,  1.03169     0.00154142
771  0.971395, 0.968794     0.00149449
772   1.02817,  1.03073     0.00144893
773  0.972268, 0.969746      0.0014047
774   1.02731,  1.02979     0.00136177
775  0.973116, 0.970672      0.0013201
776   1.02647,  1.02888     0.00127965
777   0.97394, 0.971571     0.00124038
778   1.02566,  1.02799     0.00120228
779  0.974741, 0.972445      0.0011653
780   1.02487,  1.02713     0.00112941
781  0.975519, 0.973294     0.00109458
782    1.0241,  1.02629     0.00106078
783  0.976276, 0.974119     0.00102799
784   1.02335,  1.02548    0.000996169
785  0.977011, 0.974921    0.000965294
786   1.02263,  1.02469    0.000935339
787  0.977725, 0.975699    0.000906276
788   1.02193,  1.02392    0.000878081
789  0.978418, 0.976456    0.000850729
790   1.02124,  1.02317    0.000824196
791  0.979092, 0.977191    0.000798458
792   1.02058,  1.02245    0.000773492
793  0.979746, 0.977904    0.000749277
794   1.01993,  1.02175    0.000725791
795  0.980381, 0.978597    0.000703013
796   1.01931,  1.02106    0.000680922
797  0.980998,  0.97927    0.000659498
798    1.0187,   1.0204    0.000638723
799  0.981597, 0.979924    0.000618578
800   1.01811,  1.01976    0.000599043
801  0.982178, 0.980558    0.000580102
802   1.01754,  1.01913    0.000561738
803  0.982743, 0.981174    0.000543933
804   1.01698,  1.01852    0.000526671
805  0.983291, 0.981772    0.000509936
806   1.01644,  1.01794    0.000493713
807  0.983823, 0.982352    0.000477987
808   1.01592,  1.01736    0.000462743
809  0.984339, 0.982915    0.000447967
810   1.01541,  1.01681    0.000433645
811   0.98484, 0.983462    0.000419765
812   1.01492,  1.01627    0.000406312
813  0.985326, 0.983992    0.000393275
814   1.01444,  1.01575    0.000380641
815  0.985798, 0.984507    0.000368397
816   1.01397,  1.01524    0.000356533
817  0.986255, 0.985006    0.000345038
818   1.01352,  1.01475    0.000333899
819  0.986699,  0.98549    0.000323107
820   1.01308,  1.01427    0.000312651
821   0.98713,  0.98596    0.000302521
822   1.01266,  1.01381    0.000292708
823  0.987548, 0.986416    0.000283202
824   1.01225,  1.01336    0.000273993
825  0.987953, 0.986858    0.000265073
826   1.01185,  1.01293    0.000256433
827  0.988346, 0.987286    0.000248065
828   1.01146,   1.0125     0.00023996
829  0.988727, 0.987702    0.000232111
830   1.01109,  1.01209    0.000224509
831  0.989096, 0.988105    0.000217147
832   1.01072,   1.0117    0.000210019
833  0.989454, 0.988496    0.000203116
834   1.01037,  1.01131    0.000196432
835  0.989802, 0.988875    0.000189961
836   1.01003,  1.01094    0.000183695
837  0.990138, 0.989242    0.000177629
838    1.0097,  1.01058    0.000171756
839  0.990465, 0.989598     0.00016607
840   1.00938,  1.01023    0.000160567
841  0.990781, 0.989943    0.000155239
842   1.00906,  1.00989    0.000150082
843  0.991087, 0.990277    0.000145091
844   1.00876,  1.00956     0.00014026
845  0.991384, 0.990601    0.000135584
846   1.00847,  1.00924    0.000131059
847  0.991672, 0.990915     0.00012668
848   1.00819,  1.00893    0.000122442
849  0.991951, 0.991219    0.000118341
850   1.00791,  1.00863    0.000114373
851  0.992221, 0.991513    0.000110534
852   1.00765,  1.00834    0.000106819
853  0.992482, 0.991799    0.000103225
854   1.00739,  1.00806    9.97476e-05
855  0.992736, 0.992075    9.63836e-05
856   1.00714,  1.00779    9.31292e-05
857  0.992981, 0.992343    8.99812e-05
858    1.0069,  1.00753     8.6936e-05
859  0.993219, 0.992602    8.39905e-05
860   1.00667,  1.00727    8.11415e-05
861  0.993449, 0.992853     7.8386e-05
862   1.00644,  1.00702     7.5721e-05
863  0.993672, 0.993096    7.31436e-05
864   1.00622,  1.00678    7.06512e-05
865  0.993888, 0.993332    6.82409e-05
866   1.00601,  1.00655    6.59102e-05
867  0.994096,  0.99356    6.36565e-05
868    1.0058,  1.00633    6.14774e-05
869  0.994299,  0.99378    5.93705e-05
870    1.0056,  1.00611    5.73335e-05
871  0.994494, 0.993994    5.53641e-05
872   1.00541,   1.0059    5.34603e-05
873  0.994684,   0.9942    5.16198e-05
874   1.00522,   1.0057    4.98407e-05
875  0.994867,   0.9944    4.81209e-05
876   1.00504,   1.0055    4.64586e-05
877  0.995045, 0.994594     4.4852e-05
878   1.00487,  1.00531    4.32991e-05
879  0.995216, 0.994781    4.17983e-05
880    1.0047,  1.00513    4.03479e-05
881  0.995382, 0.994962    3.89463e-05
882   1.00454,  1.00495    3.75918e-05
883  0.995543, 0.995138     3.6283e-05
884   1.00438,  1.00478    3.50183e-05
885  0.995698, 0.995307    3.37964e-05
886   1.00423,  1.00461    3.26158e-05
887  0.995849, 0.995471    3.14751e-05
888   1.00408,  1.00445    3.03731e-05
889  0.995994,  0.99563    2.93085e-05
890   1.00393,  1.00429    2.82801e-05
891  0.996135, 0.995783    2.72867e-05
892    1.0038,  1.00414    2.63271e-05
893  0.996271, 0.995932    2.54002e-05
894   1.00366,    1.004     2.4505e-05
895  0.996402, 0.996075    2.36404e-05
896   1.00353,  1.00385    2.28053e-05
897  0.996529, 0.996214    2.19989e-05
898   1.00341,  1.00372    2.12201e-05
899  0.996652, 0.996348    2.04681e-05
900   1.00329,  1.00359    1.97419e-05
901  0.996771, 0.996478    1.90407e-05
902   1.00317,  1.00346    1.83637e-05
903  0.996886, 0.996603      1.771e-05
904   1.00306,  1.00334    1.70789e-05
905  0.996997, 0.996724    1.64697e-05
906   1.00295,  1.00322    1.58815e-05
907  0.997104, 0.996841    1.53137e-05
908   1.00284,   1.0031    1.47656e-05
909  0.997208, 0.996954    1.42366e-05
910   1.00274,  1.00299     1.3726e-05
911  0.997308, 0.997064    1.32331e-05
912   1.00264,  1.00288    1.27574e-05
913  0.997405, 0.997169    1.22984e-05
914   1.00255,  1.00278    1.18553e-05
915  0.997499, 0.997271    1.14278e-05
916   1.00246,  1.00268    1.10152e-05
917  0.997589,  0.99737    1.06172e-05
918   1.00237,  1.00258     1.0233e-05
919  0.997676, 0.997465    9.86241e-06
920   1.00228,  1.00249    9.50483e-06
921  0.997761, 0.997557    9.15984e-06
922    1.0022,   1.0024    8.82702e-06
923  0.997842, 0.997646    8.50595e-06
924   1.00212,  1.00231    8.19622e-06
925  0.997921, 0.997732    7.89746e-06
926   1.00204,  1.00223    7.60928e-06
927  0.997997, 0.997814    7.33131e-06
928   1.00197,  1.00215    7.06322e-06
929   0.99807, 0.997894    6.80466e-06
930   1.00189,  1.00207    6.55529e-06
931  0.998141, 0.997972    6.31481e-06
932   1.00182,  1.00199    6.08291e-06
933  0.998209, 0.998046    5.85928e-06
934   1.00176,  1.00192    5.64365e-06
935  0.998275, 0.998118    5.43574e-06
936   1.00169,  1.00185    5.23527e-06
937  0.998339, 0.998187    5.04199e-06
938   1.00163,  1.00178    4.85565e-06
939    0.9984, 0.998254    4.67601e-06
940   1.00157,  1.00171    4.50284e-06
941  0.998459, 0.998319     4.3359e-06
942   1.00151,  1.00165    4.17498e-06
943  0.998516, 0.998382    4.01988e-06
944   1.00146,  1.00159    3.87037e-06
945  0.998572, 0.998442    3.72628e-06
946    1.0014,  1.00153    3.58741e-06
947  0.998625,   0.9985    3.45357e-06
948   1.00135,  1.00147     3.3246e-06
949  0.998676, 0.998556    3.20031e-06
950    1.0013,  1.00142    3.08054e-06
951  0.998726,  0.99861    2.96513e-06
952   1.00125,  1.00136    2.85394e-06
953  0.998774, 0.998662     2.7468e-06
954    1.0012,  1.00131    2.64358e-06
955   0.99882, 0.998712    2.54413e-06
956   1.00116,  1.00126    2.44833e-06
957  0.998864, 0.998761    2.35603e-06
958   1.00111,  1.00122    2.26713e-06
959  0.998907, 0.998808    2.18149e-06
960   1.00107,  1.00117      2.099e-06
961  0.998948, 0.998853    2.01955e-06
962   1.00103,  1.00113    1.94303e-06
963  0.998988, 0.998896    1.86934e-06
964   1.00099,  1.00108    1.79836e-06
965  0.999027, 0.998938    1.73001e-06
966   1.00095,  1.00104    1.66419e-06
967  0.999064, 0.998979    1.60081e-06
968   1.00092,    1.001    1.53978e-06
969    0.9991, 0.999018    1.48102e-06
970   1.00088,  1.00096    1.42445e-06
971  0.999134, 0.999055    1.36997e-06
972   1.00085,  1.00093    1.31753e-06
973  0.999167, 0.999091    1.26705e-06
974   1.00082,  1.00089    1.21845e-06
975  0.999199, 0.999126    1.17167e-06
976   1.00079,  1.00086    1.12663e-06
977   0.99923,  0.99916    1.08329e-06
978   1.00076,  1.00082    1.04157e-06
979   0.99926, 0.999192    1.00142e-06
980   1.00073,  1.00079    9.62773e-07
981  0.999288, 0.999223    9.25583e-07
982    1.0007,  1.00076    8.89793e-07
983  0.999316, 0.999253    8.55353e-07
984   1.00067,  1.00073    8.22212e-07
985  0.999342, 0.999282    7.90324e-07
986   1.00064,   1.0007    7.59641e-07
987  0.999368,  0.99931    7.30121e-07
988   1.00062,  1.00068    7.01719e-07
989  0.999392, 0.999337    6.74395e-07
990    1.0006,  1.00065    6.48108e-07
991  0.999416, 0.999363    6.22821e-07
992   1.00057,  1.00062    5.98497e-07
993  0.999439, 0.999388    5.75099e-07
994   1.00055,   1.0006    5.52594e-07
995  0.999461, 0.999412    5.30947e-07
996   1.00053,  1.00058    5.10129e-07
997  0.999482, 0.999435    4.90106e-07
998   1.00051,  1.00055    4.70851e-07
999  0.999502, 0.999457    4.52333e-07
1000   1.00049,  1.00053    4.34527e-07
1001  0.999522, 0.999478    4.17404e-07
1002   1.00047,  1.00051    4.00941e-07
1003  0.999541, 0.999499     3.8511e-07
